PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
118317;"Centro Cultural Carril del Conde (Hortaleza)";"";"De lunes a jueves, de 9 a 14 y de 17 a 19 horas. Viernes, de 9 a 14 horas. Verano y semana de San Isidro, de lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (288 butacas) 9 aulas Zona wifi Máquinas vending cafés, bebidas y sandwichs";"Metro: Arturo Soria (línea 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"CARRIL DEL CONDE";"CALLE";"V";"57";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444520";"4479119";"40.46089499555313";"-3.654366821391548";"917 161 240";"";"cccarrilconde@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1945;"Centro Cultural Casa de Vacas (Retiro)";"";"Centro:   De 10 a 21 horas, de octubre a marzo (ininterrumpidamente). De 10 a 21:30, de abril a septiembre  (ininterrumpidamente). Abierto todos los días del año, excepto el día 25 de diciembre y el 1 de enero (cerrado) y el día 24 y 30 de diciembre, abierto hasta las 15 horas.   Secretaría:   De 9 a 14 horas";"Sala de exposiciones Salón de actos / auditorio / teatro (aforo 140 personas) Terraza exterior.";"Metro: Retiro (línea 2)  Bus: 2, 20, 28";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"COLOMBIA";"PASEO";"V";"1";"";"";"";"";"MADRID";"MADRID";"28009";"5";"LOS JERONIMOS";"3";"RETIRO";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"914 092 336";"";"cccasadevacas@madrid.es";"/contenido/entidadesYorganismos/SalasExposiciones"
1925;"Centro Cultural Casa del Reloj (Arganzuela)";"";"De lunes a jueves, de 10 a 13 y de 17 a 19 horas.   Viernes, semana de San Isidro y julio de 9 a 14 horas.   Agosto cerrado.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"2 Salas de exposiciones Auditorio: (aforo 265 y 492 personas). 14 aulas. Cafetería.";"Metro: Legazpi (líneas 3, 6)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"6";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440559";"4471798";"40.39466755008527";"-3.700396761468562";"915 886 118 / 915 886 299";"";"crelojarganzuela@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
4551096;"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"";"De lunes a jueves, de 10 a 12 horas y de 16:30 a 19 horas. Viernes, de 10 a 12 horas y de 16:30 a 18 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Salas de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 132 butacas) 4 aulas Zona wifi";"Consulta los siguientes enlaces:";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"SEPTIMA";"AVENIDA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449281";"4477704";"40.44844757572015";"-3.598099871155595";"917 415 852";"";"cccpegaso@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
80143;"Centro Cultural Dotacional Integrado Arganzuela";"";"De lunes a viernes, de 10 a 13 y de 17 a 18:30 horas.   Verano, de lunes a viernes, de 10 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (151 personas) 8 Aulas Zona wifi Cafetería";"Metro: Palos de la Frontera (línea 3)  Cercanías Renfe: Delicias (líneas C1, C7, C10, Regional)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"CANARIAS";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"440986";"4472656";"40.40242416544921";"-3.6954440062549017";"915 063 610";"";"cdiarganzuela@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
5498725;"Centro Cultural Eduardo Úrculo (Tetuán)";"";"Secretaría:   De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes, de 9:30 a 13:30 horas. Julio, solo mañanas. Agosto, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"2 salas de exposiciones 1 Salón de actos / auditorio (aforo 430 personas) Salas de ensayo, ocupadas por compañías residentes (Filarmonía y Sol y Tierra) 12 aulas, una de ellas ocupada por la compañía residente Daniel Doña Zona wifi";"Metro: Ventilla (línea 9)";"";"1,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD";"DONOSO";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"440862";"4480048";"40.46900764611639";"-3.697595691925329";"917 337 249";"";"cceurculo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1953;"Centro Cultural el Madroño (Vicálvaro)";"";"De lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones 2 Sala de lectura y estudio.  Salón de actos / Auditorio (Aforo: 250 personas).  7 Aulas. Zona wifi.";"Metro: Vicálvaro (línea 9)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD";"VILLARDONDIEGO";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448357";"4472920";"40.40529229274289";"-3.6086152959929514";"917 753 140";"";"ccelmadrono@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1939;"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"";"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (Aforo teatro: 363 personas) Salas de ensayo 11 aulas Cafetería (en el Centro de Mayores el Pozo) Biblioteca Municipal y Centro Municipal de Mayores Zona wifi";"Cercanías Renfe: El Pozo (línea C2).";"Consulte normas de acceso a los teatros en información relacionada.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"GLORIETAS";"AVENIDA";"V";"19";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"917 866 644";"";"ccptioraimundo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1940;"Centro Cultural el Torito (Moratalaz)";"";"De lunes a viernes de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes de 9 a 13:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de lectura y estudio Salón de actos / auditorio (Aforo: 200 personas) Salas de ensayo 9 Aulas Zona wifi";"Metro: Artilleros (línea 9)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD";"MORATALAZ";"AVENIDA";"V";"130";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445141";"4473033";"40.40610655994401";"-3.646521482592748";"913 287 385";"";"cceltorito@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1954;"Centro Cultural Fernando de los Ríos (Latina)";"Información general en el teléfono: 91 719 89 93. Correo electrónico: ccfrios@madrid.es  Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.";"Horario de verano: durante los meses de julio, agosto y septiembre, de 9 a 21 horas. Cerrado sábados y domingos.   Horarios de apertura:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas y de 16 a 20:30 horas  Horarios de atención al público:  Lunes a Jueves: de 8:30 a 14 horas y de 16 a 18:30 h. Viernes de 8:30 a 14:30 horas.";"Sala de exposiciones. Salón de actos y auditorio con aforo máximo para 194 personas). 11 aulas. Cafetería. Zona WIFI.";"Autobuses de la EMT. Líneas: 25, 31 y 138.";"En la misma sede:   Biblioteca Pública Municipal de Aluche. Sala de Estudio Fernando de los Ríos de la Biblioteca.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"CAMARENA";"CALLE";"V";"10";"";"";"";"B";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435819";"4471933";"40.39552931214334";"-3.7562667464373223";"917 198 930 / 917 198 931 / 917 198 993";"";"ccfrios@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
4703628;"Centro Cultural Fernando Lázaro Carreter (Carabanchel)";"";"De lunes a jueves, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Julio, de lunes a viernes, de 10 a 13 horas. Semana de San Isidro, de lunes a viernes, de 10 a 13 horas.  Agosto y festivos, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 238 personas) 10 aulas Zona wifi";"Metro: Marqués de Vadillo (línea 5), Plaza Elíptica (línea 6 y 11)  Bus: 116";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD";"VERDAD";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"439136";"4471474";"40.39164455403764";"-3.717137582860074";"914 690 895";"";"cclazaro@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
12205092;"Centro Cultural Fuente de San Pedro - Valderrivas (Vicálvaro)";"";"Horario de secretaría:   De lunes a jueves de 11:30 a 14:30  y de 17 a 19 horas. Viernes de 11:30 a 14:30 horas.   Horario de verano: de lunes a viernes de 11:30 a 14:30 horas.  Semana de San Isidro:    De lunes a jueves de 11:30 a 14:30  y de 17 a 19 horas. Viernes de 11:30 a 14:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio.  Salón de actos / Auditorio (Aforo: 250 personas).  10 aulas. Zona wifi.";"";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67d82728d0f1c810VgnVCM2000001f4a900aRCRD";"TITANIO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28032";"3";"VALDERRIVAS";"19";"VICALVARO";"448965";"4472570";"40.40218085880392";"-3.60141148450391";"917 753 200";"";"cscvicalvaro@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1921;"Centro Cultural Galileo (Chamberí)";"";"Horario de Secretaría:   Lunes y jueves, de 9 a 14 y de 15:30 a 16:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Espacios   Centro cultural y patio Espacio Anexo Teatro Quique San Francisco   Servicios   2 Salas de exposiciones 1 Sala de lectura y estudio 1 Salón de actos / Auditorio (Aforo 175 personas) Aulas Wifi";"Metro: Quevedo (línea 2)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD";"GALILEO";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"439741";"4476139";"40.433719454283505";"-3.7104468992841753";"915 913 901";"";"ccgalileo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
70243;"Centro Cultural Gloria Fuertes (Barajas)";"";"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones 6 Aulas Zona wifi";"Consulta los siguientes enlaces";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e5068540e41c010VgnVCM2000000c205a0aRCRD";"LOGRO&amp;Ntilde;O";"AVENIDA";"V";"179";"";"";"";"";"MADRID";"MADRID";"28042";"5";"CORRALEJOS";"21";"BARAJAS";"449666";"4479054";"40.4606308732073";"-3.59366944150524";"913 120 243";"";"ccgloriafuertes@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1930;"Centro Cultural Hortaleza";"";"De lunes a jueves de 9 a 14 horas y de 17 a 19 horas.Viernes, de 9 a 14 horas. Verano y semana de San Isidro de lunes a viernes de 9:00 a 15:00 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 124 personas) Salas de ensayo 5 aulas Zona wifi Máquinas vending de café, bebidas y sandwiches";"Metro: Parque de Santa María (línea 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"SANTA VIRGILIA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445577";"4480880";"40.47682410775741";"-3.6420497457238";"913 821 493";"";"cchortaleza@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1929;"Centro Cultural Huerta de la Salud (Hortaleza)";"";"De lunes a viernes, de 9:30 a 13:30 y de 16:30 a 20:30 horas. Verano y San Isidro, de lunes a viernes de 8 a 15 horas.  Fuera de este horario, el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Salón de actos / Auditorio: aforo completo 114 plazas Zona wifi";"Metro: San Lorenzo (línea 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc581e79ee71c010VgnVCM1000000b205a0aRCRD";"MAR DE LAS ANTILLAS";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445279";"4480662";"40.47484735634347";"-3.645543866498554";"913 825 309";"";"cultuhortaleza@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
6017747;"Centro Cultural José Luis López Vázquez (San Blas - Canillejas)";"";"De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio  Salón de actos / auditorio (aforo: 194 butacas) 12 aulas Zona wifi";"Consultar los siguientes enlaces:";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD";"FEBRERO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"451431";"4477510";"40.446826729909155";"-3.5727382893523254";"913 293 900";"";"ccjllopezvazquez@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
142944;"Centro Cultural José Luis Sampedro (Latina)";"Información general en el teléfono: 91 526 78 20. Correo electrónico: cclucero@madrid.es  Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.";"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Cerrado sábados y domingos.   Horarios de apertura y atención al público:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.";"4 salas de ensayos. Sala de exposiciones. Sala de lectura y estudio.  Salón de actos y auditorio.  6 aulas. Zona WIFI. 2 gimnasios.";"Metro de Madrid. Línea 6. Estaciones: Lucero y Laguna. Autobuses de la EMT. Línea 55. Cercanías RENFE: Línea C 5. Estación: Laguna.";"En la misma sede está ubicada la Sala de Estudio.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd3fba61e681c010VgnVCM1000000b205a0aRCRD";"CASTROSERNA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28047";"3";"LUCERO";"10";"LATINA";"436432";"4472601";"40.40159394334669";"-3.749110841406562";"915 267 820 / 915 267 821";"";"cclucero@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1919;"Centro Cultural Juan Genovés (Moncloa - Aravaca)";"";"De lunes a viernes de 9 a 15 y de 15:30 a 21:30 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones  7 aulas  Auditorio: aforo 300 butacas";"Consultar los siguientes enlaces";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD";"CA&amp;Ntilde;O";"TRAVESIA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"433328";"4478964";"40.45867841791346";"-3.7863499043313373";"917 401 596";"";"ccjgenoves@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1913;"Centro Cultural Juan Gris (Moncloa - Aravaca)";"";"Lunes, martes y jueves, de 9:30 a 13:30 horas. Lunes y martes, de 15:30 a 17:15 horas. Verano, Lunes, martes y jueves de 9.30 a 13.30 horas.  Semana San Isidro: lunes, martes y jueves de 9.30 a 13.30 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"3 aulas. Zona wifi.";"Metro: Francos Rodríguez (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79a81e79ee71c010VgnVCM1000000b205a0aRCRD";"FRANCOS RODRIGUEZ";"CALLE";"V";"100";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439610";"4478821";"40.45786266126019";"-3.712247606973967";"914 507 865";"";"ccjuangris@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1911;"Centro Cultural Julio Cortázar (Moncloa - Aravaca)";"";"Lunes a jueves, de 9:15 a 14 horas y de 17 a 19 horas. Viernes, de 9:15 a 14 horas.  Verano, de lunes a viernes de 9:15 a 14 horas. Martes y jueves, de 17 a 19 horas. Semana San Isidro, de lunes a jueves de 9:15 a 14 horas y de 17 a 18 horas. Viernes, de 9:15 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones. Sala de lectura y estudio. Salón de actos / auditorio: Aforoo 144 personas 6 aulas. Zona wifi.";"Metro: Valdezarza (línea 7) y Antonio Machado (línea 7)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"438998";"4479816";"40.46678417843686";"-3.7195598670929315";"913 734 375";"";"ccjcortazar@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1951;"Centro Cultural la Elipa (Ciudad Lineal)";"";"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de  9 a 14 horas. Julio, de lunes a viernes, de 9 a 15 horas. Septiembre, de lunes a viernes, de 9 a 22 horas. Agosto cerrado. Semana de San Isidro, de lunes a viernes, de 9 a 22 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Salón de actos / auditorio (aforo 250 personas) 8 aulas Zona wifi";"Metro: La Elipa (línea 2).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD";"SANTA FELICIDAD";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444825";"4475074";"40.42446957496409";"-3.6504201407465917";"914 055 312";"";"ccelipa@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1917;"Centro Cultural La Vaguada (Fuencarral - El Pardo)";"";"Centro: De lunes a viernes de 08:00 a 22:00h y sábados de 09:30 a 21:30h. Secretaría: de lunes a jueves de 9 a 14 y de 16 a 19 horas.";"Sala de exposiciones Salón de actos / auditorio 7 aulas Zona wifi";"Metro: Barrio del Pilar (línea 9). Bus: 49 , 83 , 128 , 132 , 137";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"38";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439894";"4481167";"40.47900813206291";"-3.709138377702435";"915 886 883";"";"cclavaguada@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
4606802;"Centro Cultural Las Californias (Retiro)";"";"De 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de lectura y estudio. Salón de actos / auditorio (aforo 80 personas). 4 aulas. Zona wifi. 2 máquinas de vending. Atención básica en lengua de signos.";"Metro: Puente de Vallecas (línea 1) , Mendez Álvaro (línea 6)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD";"LUIS PEIDRO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28007";"2";"ADELFAS";"3";"RETIRO";"442812";"4472042";"40.397021560779024";"-3.6738766514153163";"915 016 942";"";"cclascalifornias@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1918;"Centro Cultural Lavapiés (Centro)";"";"De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.   Julio y septiembre, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Salón de actos / auditorio (aforo 80 personas) 6 aulas Zona wifi";"Metro: Lavapiés (línea 3).  Bus: M1  Bicimad: Estación 43 (calle Lavapiés, 34-36) / Estación 53 (calle Valencia, 1)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD";"OLIVAR";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440474";"4473465";"40.40967898937472";"-3.7015569791252063";"915 060 712";"";"cclavapies@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1938;"Centro Cultural Lope de Vega (Puente de Vallecas)";"";"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio (Aforo: 41 personas) Salón de actos / auditorio (Aforo: 260 personas) Salas de ensayo 7 Aulas Zona wifi";"Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).";"Consulte normas de acceso a los teatros en información relacionada.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD";"CONCEJO DE TEVERGA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"442974";"4470850";"40.386296991431074";"-3.671858416387963";"917 570 580";"";"cclopedevega@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1973;"Centro Cultural Los Rosales (Villaverde)";"";"El horario del Centro Cultural Los Rosales es de lunes a viernes de 8 a 22 h ininterrumpidamente y los sábados de 9:30 a 13:30 h.  Horario de Secretaría:    Horario de mañana: de lunes a viernes de 9:30 a 13:30 h. Horario de tarde: de lunes a jueves de 17 a 19 h. Durante el mes de julio el horario será de 9 a 14 h.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 193 butacas + 4 movilidad reducida. 9 aulas Zona Wifi";"Cercanías Renfe: Villaverde Bajo (línea C3 y C4).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD";"LOS ROSALES";"AVENIDA";"V";"133";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442482";"4466908";"40.3507522003116";"-3.677296127414198";"917 109 273";"";"cclosrosales@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
