ID,DISTRITO,same_as_wikidata_distrito,BARRIO,same_as_wikidata_barrio,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
99470743,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994236510,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994334741,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,PHEV
994594597,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
994313325,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994550,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994194234,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994997234,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
10103796340,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
10103280669,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
10103626044,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
10103851611,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
10103380492,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,PHEV
10103634117,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
10103116671,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,PHEV
10103199254,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,PHEV
10103686479,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,ELECTRICO
662774263,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,EtiquetaC,PHEV
11113375400,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,ELECTRICO
11113761360,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,PHEV
1111391691,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,ELECTRICO
11113262895,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,ELECTRICO
66374947,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
66372099,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663491335,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663405724,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663211200,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
663220110,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
992531044,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,PHEV
992805189,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,PHEV
992471554,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,PHEV
992141665,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,ELECTRICO
992481677,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,ELECTRICO
992317790,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,PHEV
992115404,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,PHEV
992428993,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARGUELLES,https://wikidata.org/entity/Q64874,TURISMO,CeroEmisiones,ELECTRICO
10104209106,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,CAMION,CeroEmisiones,ELECTRICO
663593683,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663125057,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
663118226,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
663380550,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
66342629,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
66319666,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,ECO,PHEV
10104603132,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,ELECTRICO
10104573295,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,ELECTRICO
10104487218,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,PHEV
10104580501,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,PHEV
10104447358,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,ELECTRICO
10104982297,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,ELECTRICO
10104392546,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,PHEV
993981010,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
993700027,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993363088,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993159525,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
99380783,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
995539542,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995593027,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995454493,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995958524,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995196994,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995474337,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995399208,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
664745248,Tetuan,https://wikidata.org/entity/Q1773540,ALMENARA,https://wikidata.org/entity/Q2265427,TURISMO,CeroEmisiones,ELECTRICO
664503827,Tetuan,https://wikidata.org/entity/Q1773540,ALMENARA,https://wikidata.org/entity/Q2265427,TURISMO,CeroEmisiones,PHEV
995250815,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995496896,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995347234,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
993266724,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993377572,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
993482489,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
993493624,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
993883068,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993797843,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993688798,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,PHEV
993902753,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,CeroEmisiones,ELECTRICO
993439063,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CIUDADUNIVERSITARIA,https://wikidata.org/entity/Q3319235,TURISMO,ECO,PHEV
996383960,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
99665032,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
996150398,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996708213,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996377579,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
11114100745,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICO
11114757075,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
11114493005,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICO
11114151560,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICO
11114958131,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
11114204393,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
996379029,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,ECO,ELECTRICO
997717283,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997853699,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997233493,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997725953,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997540881,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997629368,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997772114,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997897710,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997768403,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997117498,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997315762,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997835898,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997423269,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997132902,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,ECO,PHEV
10105714361,Latina,https://wikidata.org/entity/Q794954,CAMPAMENTO,https://wikidata.org/entity/Q31169,TURISMO,CeroEmisiones,PHEV
10105136746,Latina,https://wikidata.org/entity/Q794954,CAMPAMENTO,https://wikidata.org/entity/Q31169,TURISMO,CeroEmisiones,PHEV
665724091,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,ELECTRICO
665679414,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,ELECTRICO
665976607,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,PHEV
665537134,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,ELECTRICO
665776797,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,ELECTRICO
10106404539,Latina,https://wikidata.org/entity/Q794954,CUATROVIENTOS,https://wikidata.org/entity/Q5191881,TURISMO,CeroEmisiones,ELECTRICO
10106709566,Latina,https://wikidata.org/entity/Q794954,CUATROVIENTOS,https://wikidata.org/entity/Q5191881,TURISMO,CeroEmisiones,ELECTRICO
10106520769,Latina,https://wikidata.org/entity/Q794954,CUATROVIENTOS,https://wikidata.org/entity/Q5191881,TURISMO,CeroEmisiones,ELECTRICO
10106656848,Latina,https://wikidata.org/entity/Q794954,CUATROVIENTOS,https://wikidata.org/entity/Q5191881,TURISMO,CeroEmisiones,ELECTRICO
10106170434,Latina,https://wikidata.org/entity/Q794954,CUATROVIENTOS,https://wikidata.org/entity/Q5191881,TURISMO,CeroEmisiones,ELECTRICO
994795313,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994140300,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994274780,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
99445310,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994886900,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,PHEV
994351217,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,PHEV
994782565,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
994357606,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEZARZA,https://wikidata.org/entity/Q10388728,TURISMO,CeroEmisiones,ELECTRICO
11115555366,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,ELECTRICO
11115438356,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,ELECTRICO
11115600207,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,ELECTRICO
10107519123,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,PHEV
1010799352,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,ELECTRICO
10107111070,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,ELECTRICO
10107856815,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,PHEV
10107998975,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,ELECTRICO
666824779,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
666191496,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
666696109,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
666584189,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
666642584,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,PHEV
666295178,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
666359385,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,ECO,PHEV
10101954834,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,CeroEmisiones,ELECTRICO
10101524490,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,CeroEmisiones,PHEV
10101481000,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,ECO,PHEV
995906954,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995816563,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995323171,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995683059,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995197542,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995926646,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995119980,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,ELECTRICO
995565033,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995424806,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995966672,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,CeroEmisiones,PHEV
995889661,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,ECO,PHEV
995409739,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,VALDEMARIN,https://wikidata.org/entity/Q10388725,TURISMO,ECO,PHEV
11116566009,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,CAMION,CeroEmisiones,ELECTRICO
11116813907,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,CAMION,CeroEmisiones,ELECTRICO
996432133,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996829808,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996747724,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996727173,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
996833739,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
996214411,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996512435,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
996207002,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
10102838565,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
10102707921,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
10102953038,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,PHEV
10102529783,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
10102500912,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
10102518512,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,PHEV
10102428413,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
771360566,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,ELECTRICO
771773354,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,PHEV
771972579,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,PHEV
11111565663,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLAS,https://wikidata.org/entity/Q955844,TURISMO,CeroEmisiones,ELECTRICO
11111581125,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLAS,https://wikidata.org/entity/Q955844,TURISMO,CeroEmisiones,PHEV
