centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,reumatologia,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
CH0004,Otros centros con internamiento,,,,,,,,,,,,,,,,,,,,,CH0004,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,,,,,,,,CH0004,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,,,,CH0004,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,CH0004,,,,,,,,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,CH0004,,,,,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,,,,,,,,,,CH0004,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,CH0004,,,,,,,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,CH0004,,,,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,,,,,,,,,CH0004,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0004,Otros centros con internamiento,,,,,,,,,,,,CH0004,,,,,,,,,,,Avda de San Juan de Dios 1 28350 Ciempozuelos,Avda,de San Juan de Dios,1,28350,Ciempozuelos,447788,4445728.0
CH0006,Hospital general,,,,,,,,,,,,CH0006,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,,CH0006,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,CH0006,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,CH0006,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,,,,,,,,CH0006,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,,,,,,,CH0006,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,CH0006,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,CH0006,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,CH0006,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,,,,,,,,,CH0006,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,CH0006,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,CH0006,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,CH0006,,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,,,,,CH0006,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,CH0006,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,CH0006,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0006,Hospital general,,,,,,,CH0006,,,,,,,,,,,,,,,,Calle de Arturo Soria 17 28027 Madrid,Calle,de Arturo Soria,17,28027,Madrid,445713,4476806.0
CH0008,Hospital general,,,CH0008,,,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,CH0008,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,CH0008,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,CH0008,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,CH0008,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,CH0008,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,CH0008,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,CH0008,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,,,,,CH0008,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,CH0008,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,CH0008,,,,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,,,,CH0008,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,,,,,,,CH0008,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,,,,,,CH0008,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,CH0008,,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,CH0008,,,,,,,,,,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,,,CH0008,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0008,Hospital general,,,,,,,,,,CH0008,,,,,,,,,,,,,Calle del Maestro Ángel Llorca 8 28003 Madrid,Calle,del Maestro Ángel Llorca,8,28003,Madrid,439469,4477302.0
CH0009,Hospital general,CH0009,,,,,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,,,CH0009,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,,,,,,CH0009,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,CH0009,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,CH0009,,,,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,CH0009,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,CH0009,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,CH0009,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,CH0009,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,CH0009,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,,,,CH0009,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,CH0009,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,CH0009,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,CH0009,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,CH0009,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,CH0009,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,,,,,,,CH0009,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,CH0009,,,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,CH0009,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,CH0009,,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0009,Hospital general,,,,,,,,,,,,,,,,,,,,,,,Calle de Pléyades 25 28023 Madrid,Calle,de Pléyades,25,28023,Madrid,433512,4479432.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,,,,,,CH0011,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,CH0011,,,,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,CH0011,,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,CH0011,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,CH0011,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,CH0011,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,CH0011,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,,,,,CH0011,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,CH0011,,,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,CH0011,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,CH0011,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,CH0011,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,CH0011,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,CH0011,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,,CH0011,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,CH0011,,,,,,,,,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,CH0011,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,CH0011,,,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,,,,,CH0011,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,CH0011,,,,,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0011,Hospital general,,,,,,,,,,,,,,,CH0011,,,,,,,,Avda de los Reyes Católicos 2 28040 Madrid,Avda,de los Reyes Católicos,2,28040,Madrid,438934,4476536.0
CH0012,Hospital general,,,,,,CH0012,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,CH0012,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,CH0012,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,CH0012,,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,CH0012,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,CH0012,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,,,,,,CH0012,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,CH0012,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,,CH0012,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,CH0012,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,CH0012,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,CH0012,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,,,CH0012,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,CH0012,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,CH0012,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,CH0012,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,CH0012,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,CH0012,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,,,,,CH0012,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,CH0012,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,CH0012,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0012,Hospital general,,,,,,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 103-105-107 28043 Madrid,Calle,de Arturo Soria,103-105-107,28043,Madrid,444683,4477968.0
CH0013,Hospital especializado,,,,,,,,,,CH0013,,,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,CH0013,,,,,,,,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,,,,,,,,,,CH0013,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,,,CH0013,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,CH0013,,,,,,,,,,,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,,,,,,,CH0013,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,CH0013,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,,,,CH0013,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,,,,,,,,,,CH0013,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,,CH0013,,,,,,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0013,Hospital especializado,,,,,,CH0013,,,,,,,,,,,,,,,,,Calle de José Silva 7 28043 Madrid,Calle,de José Silva,7,28043,Madrid,444242,4478477.0
CH0017,Hospital general,,,,CH0017,,,,,,,,,,,,,,,,,,,Calle de Juan Bravo 49 28006 Madrid,Calle,de Juan Bravo,49,28006,Madrid,442633,4476000.0
CH0017,Hospital general,,,,,,,,,,,CH0017,,,,,,,,,,,,Calle de Juan Bravo 49 28006 Madrid,Calle,de Juan Bravo,49,28006,Madrid,442633,4476000.0
