PK,NOMBRE,NOMBRE_RECON,SUBTIPO,DESCRIPCION,FECHA,AUTORES,PDF,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_RECON,COD-DISTRITO,DISTRITO,DISTRITO_RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD
409174,el-racing-club-a-los-heroes-de-africa,https://wikidata.org/entity/Q110746682,"Elemento conmemorativo, Lápida","El Racing Club de Chamberí fue uno de los primeros clubes de fútbol que se formaron en Madrid, pues se fundó en 1911, aunque desapareció en 1930, por lo que sus jugadores pasaron al Club de Fútbol Castilla. En los primeros años de su existencia sufrió dolorosamente las consecuencias de las guerras africanas en el Rif contra los nativos marroquíes, ya que este triste episodio –que tanto influyó en la historia española posterior– supuso una sangría entre los jóvenes de esos años, pues el ejército allí destinado estaba formado por soldados de reemplazo sin formación, motivación ni experiencia. Para conmemorar estos sucesos, que afectaron a tantos hombres de España, sobre todo durante los cuatro años (1921–1925) que duró la etapa final de la interminable guerra africana, y al año de acabarse la misma, el Racing Club solicitó al Ayuntamiento la instalación de esta placa, que fue colocada el 14 de Septiembre de 1926 en la Tenencia de Alcaldía del distrito de Chamberí, que había sido construida en 1890 por los arquitectos Enrique Sánchez Rodríguez y José López Sallaberry.",1926,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409174.pdf?idMonumento=eac8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=eac8091d1b9c4510091d1b9c45102e085a0aRCRD,chamberi,PLAZA,V,4.0,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,440871,4476057,4408714476057,40.43305,-3.697123
409467,enrique-herreros,https://wikidata.org/entity/Q110746691,Estatua,"En la esquina de las calles Cea Bermúdez y Bravo Murillo existían unos jardinillos de trazado geométrico con recuadros y una glorieta de ocho calles, que a finales de los años noventa, y una vez borrada en su mayor parte la traza, todavía conservaban unos magníficos eucaliptos –de los que algunos se conservan– y unos cercis que teñían de color rosa al lugar en primavera. Este recinto se dedicó en 1993 a la memoria del ilustrador, dibujante, y cofundador de la revista de la Codorniz, el madrileño Enrique García Herreros (1903–1977), que en su polifacética vida también fue director y actor de cine, y representante y descubridor de artistas, algunas tan conocidas como Sara Montiel, aunque sus labores más conocidas son los dibujos que hizo para una edición del Quijote, y sus portadas y viñetas de la revista satírica La Codorniz, que reflejaban con precisión y mordacidad la vida madrileña del momento. En principio se instaló una simple placa en un pedestal, al que se añadió en 2003, tras la remodelación total sufrida por los jardines al construir un aparcamiento subterráneo, un segundo pedestal  de mayor tamaño con una ménsula volada sobre la que descansa la cabeza en bronce del personaje, elaborada  en 1957 por el escultor valenciano afincado en Madrid, José Torres Guardia, artista muy relacionado con los medios televisivos y cinematográficos, especializado en la ejecución de trofeos y premios.",1993,"TORRES GUARDIA, José",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409467.pdf?idMonumento=0918091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0918091d1b9c4510091d1b9c45102e085a0aRCRD,cea-bermudez,CALLE,V,2.0,MADRID,MADRID,28003,6,vallehermoso,https://wikidata.org/entity/Q6122685,7,chamberi,https://wikidata.org/entity/Q1763370,440147,4476707,4401474476707,40.43886,-3.705715
408467,enrique-larreta,https://wikidata.org/entity/Q110746696,"Elemento conmemorativo, Lápida","Cuando se abrió la calle que une Mateo Inurria con Mauricio Legendre a comienzos de los años sesenta, se decidió honrar la memoria del escritor modernista porteño Enrique Larreta –recién fallecido en 1961– dando su nombre a la nueva vía; colocándose una lápida conmemorativa en 1962 en el primer edificio construido en dicha calle.Enrique Rodríguez Larreta nació en Buenos Aires en 1875, y es el autor de 'La Gloria de Don Ramiro', novela que reconstruye la España de Felipe II; siendo nombrado miembro de la Real Academia Argentina de la Historia y de la Real Academia Española de la Lengua.",1962,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408467.pdf?idMonumento=e6b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e6b8091d1b9c4510091d1b9c45102e085a0aRCRD,enrique-larreta,CALLE,V,1.0,MADRID,MADRID,28036,6,castilla,https://wikidata.org/entity/Q3813735,5,chamartin,https://wikidata.org/entity/Q1766348,441801,4479838,4418014479838,40.46718,-3.686502
408970,enrique-tierno-galvan,https://wikidata.org/entity/Q110748760,"Elemento conmemorativo, Lápida","Placa conmemorativa, en memoria del alcalde Enrique Tierno Galván, realizada por suscripción popular entre los vecinos de Vicálvaro y colocada en septiembre de 1986, ocho meses después del fallecimiento del edil.",1986,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408970.pdf?idMonumento=67c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=67c8091d1b9c4510091d1b9c45102e085a0aRCRD,don-antonio-de-andres,PLAZA,V,18.0,MADRID,MADRID,28032,1,casco-historico-de-vicalvaro,https://wikidata.org/entity/Q16544374,19,vicalvaro,https://wikidata.org/entity/Q589403,448578,4472583,4485784472583,40.40227,-3.605974
409017,ensidesa,https://wikidata.org/entity/Q110746702,Escultura conceptual o abstracta,"En los años sesenta se urbanizó la franja de terreno que quedaba entre las tapias de las quintas de Torre Arias y de los Molinos, lindantes ambas con la antigua carretera de Aragón, hoy calle de Alcalá. Se inició la construcción por la parte sur de ese sector, a partir de la calle de Alcalá, donde se construyeron los primeros bloques del conjunto, que fueron destinados a personal empleado de Ensidesa. En el giro de la avenida central hacia ese nuevo barrio, creado por el Instituto Nacional de Industria (I.N.I.), se instaló una escultura monolítica de hormigón que presenta todos los rasgos de los murales que por aquel momento realizaba el escultor albaceteño –de Almansa– José Luis Sánchez Planes. Este artista, como todos los de su generación, estuvo al corriente de las vanguardias europeas a través de estancias sucesivas en París, Roma y Milán, aunque su maestro reconocido fue Angel Ferrant. Su trayectora ha estado muy ligada a la obra de los arquitectos, con numerosas intervenciones de escultura aplicada en arte sacro, murales, celosías y puertas, como las que en Madrid lucen las iglesias de los Sagrados Corazones, en la plaza del mismo nombre, y la de San Francisco Javier en el barrio de Tetuán, o en el edificio de Caja de Madrid de la calle Eloy Gonzalo. En 1986 fue nombrado miembro numerario de la Academia de Bellas Artes de San Fernando.",Cercano a 1960,"SÁNCHEZ FERNÁNDEZ, José Luis",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409017.pdf?idMonumento=ea38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ea38091d1b9c4510091d1b9c45102e085a0aRCRD,veinticinco-de-septiembre,AVENIDA,V,1.0,MADRID,MADRID,28027,8,el-salvador,https://wikidata.org/entity/Q4531398,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,447034,4477126,4470344477126,4.0443100000000004e-15,-3.624545
409041,eolos,https://wikidata.org/entity/Q110746706,Escultura conceptual o abstracta,"Se trata de una de las obras, en este caso la diseñada por el escultor belga Paul van Hoeydonck, realizada durante el Simposium Internacional de Esculturas al Aire Libre, denominado “Encuentros en Madrid”, que fue convocado por el Ayuntamiento en el marco de las actividades organizadas para la celebración de la Capitalidad Europea de la Cultura en 1992. En dicho Simposium, cuya primera fase tuvo lugar en 1991, se encargó a 11 artistas de prestigio internacional la realización de sendas macroesculturas, que se ubicarían, siguiendo las indicaciones de emplazamiento previamente establecidas por cada autor, en distintos lugares del parque Juan Carlos I. Actualmente, es una de las piezas (concretamente la n&amp;ordm; 15) que integra la llamada Senda de las Esculturas, un recorrido artístico-didáctico por todo el parque donde el visitante percibe las vinculaciones entre el Arte y la Naturaleza, a través de una serie de creaciones de diferentes escultores que exhiben una gran variedad de propuestas estéticas.",1991,"HOEYDONCK, Paul van",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409041.pdf?idMonumento=4b38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4b38091d1b9c4510091d1b9c45102e085a0aRCRD,juan-carlos-i,PARQUE,T,1.0,MADRID,MADRID,28042,5,corralejos,https://wikidata.org/entity/Q10260772,21,barajas,https://wikidata.org/entity/Q807230,448082,4478956,4480824478956,40.45965,-3.612339
400134,equilibrio-horizontal-movil,https://wikidata.org/entity/Q26159481,Escultura conceptual o abstracta,"En origen, el edificio junto al que se instala esta escultura, pertenecía a C.A.M.P.S.A., y como ocurre con todo el desarrollo urbano de esta zona, que se construye entre los años sesenta y setenta del pasado siglo, quedan pequeñas lonjas y ajardinamientos entre la calle y los volúmenes edificados. Con el fin de cualificar estos espacios residuales, la empresa promotora del edificio colocó dos esculturas abstractas. La obra aquí descrita se emplaza a la derecha del acceso principal y es copia de otra realizada un año antes por el escultor Coomonte para la calle Santa Clara de la ciudad de Zamora, lugar de origen de este artista del pueblo de Benavente, que estudió en la Escuela de Bellas Artes de San Fernando de Madrid, y obtuvo en 1960 la Medalla de Oro de escultura en la Bienal de Arte Sacro de Salzburgo con un ostensorio de hierro y piedra. Del mismo autor eran las rejas con bolas de hierro inspiradas en las cadenas químicas de los hidrocarburos, que cerraban el recinto y jardines que rodean a la plataforma donde se ubica la escultura, hoy retiradas de ese lugar. Otras obras de este escultor se pueden apreciar en Madrid, en las fuentes de entrada al Parque de las Naciones, en la calle Guzmán el Bueno.",1975,"ALONSO COOMONTE, José Luis",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400134.pdf?idMonumento=2348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2348091d1b9c4510091d1b9c45102e085a0aRCRD,capitan-haya,CALLE,V,41.0,MADRID,MADRID,28020,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441322,4479080,4413224479080,40.46032,-3.692077
400055,ernestina-m-de-villena,https://wikidata.org/entity/Q110746712,Estatua,"Ernestina Manuel de Villena nació en Lucca (Italia) en 1830, en el seno de una aristocrática familia española. Ya establecida en España a partir de 1854 tras la muerte del padre y desaparecida en 1859 su madre, abandonó la vida social y se dedicó al cuidado de los más necesitados, fundando ese mismo año en Madrid un asilo para niños huérfanos, que cambiará varias veces de dirección según se hacía más grande y mejor dotado. En 1879, después de haber pasado por él diferentes órdenes religiosas, los Hermanos de las Escuelas Cristianas (La Salle) se trasladan a España desde Francia y se hacen cargo de la institución, que adquiere un carácter más educativo y se establece desde esa fecha, y hasta 1884, en la calle Atocha, mudándose luego, con el nombre de Asilo del Sagrado Corazón de Jesús, al palacete de Claudio Coello diseñado por el marqués de Cubas, en el que los huérfanos imprimían el periódico La Ilustración Católica. Fallecida en 1886, los restos de Ernestina M. de Villena se depositarían tres años después en la iglesia del Asilo. En 1970, con el producto de la venta del edificio, de muy difícil mantenimiento, se construyó en Herrera Oria una nueva sede colegial administrada por la Fundación Villena La Salle, llevándose los restos de la fundadora a la Casa Noviciado de La Salle en Griñón. Con motivo del centenario de la fundación, se instaló esta escultura en su honor en el jardín de entrada al Colegio La Salle Sagrado Corazón.",1979,"ABASCAL FUENTES, Juan",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400055.pdf?idMonumento=ef18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ef18091d1b9c4510091d1b9c45102e085a0aRCRD,cardenal-herrera-oria,AVENIDA,V,242.0,MADRID,MADRID,28035,3,penagrande,https://wikidata.org/entity/Q3319582,8,fuencarral-el-pardo,https://wikidata.org/entity/Q656196,439159,4481554,4391594481554,40.48245,-3.717824
400049,escosura,https://wikidata.org/entity/Q110746713,Estatua,"Esta escultura, realizada por el escultor roncalés Fructuoso Orduna Lafuente (1893–1973), fue erigida en 1925 al ingeniero de minas madrileño Luis de la Escosura Morrogh (1821–1904), sobre uno de los pedestales –hasta entonces vacíos– que flanqueaban la puerta principal de la Escuela de Ingenieros de Minas de la calle de Ríos Rosas, obra del arquitecto Ricardo Velázquez Bosco inaugurada en 1896. Escosura obtuvo su título de ingeniero en la Escuela Especial de Madrid, pero después viajó a París y Alemania para ampliar estudios, ocupando la plaza de profesor de Química Analítica y Docimasia de la Escuela de Minas tras su regresó a España en 1843. En 1855 fue nombrado director de la Casa de la Moneda, que se modernizó bajo su mandato, alcanzando en 1882 el mismo cargo en la Escuela de Ingenieros de Minas, donde promovió la construcción de su actual sede, simultaneando el cargo con el escaño de senador por la provincia de Albacete en 1882–1883. El escultor Fructuoso Orduna fue discípulo de Benlliure, y es conocido principalmente por el grupo en bronce “Post Nubila Phoebus” que hasta hace unos años podía verse en los jardines del desaparecido Museo Español de Arte Contemporáneo de la Ciudad Universitaria. En Madrid todavía se conservan –agrupados sobre un pedestal único– los “Atletas” que labró para puntuar el perímetro del campo de baloncesto del Instituto Ramiro de Maeztu, desplazados en 1965 a la esquina de la calle de Serrano con la de Jorge Manrique al construirse sobre aquél el polideportivo Antonio Magariños, de los arquitectos Antonio Vázquez de Castro y José Luis Íñiguez de Onzoño.",1925,"ORDUNA Y LAFUENTE, Fructuoso",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400049.pdf?idMonumento=4f18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4f18091d1b9c4510091d1b9c45102e085a0aRCRD,rios-rosas,CALLE,V,21.0,MADRID,MADRID,28003,5,rios-rosas,https://wikidata.org/entity/Q10366270,7,chamberi,https://wikidata.org/entity/Q1763370,440603,4477062,4406034477062,40.44209,-3.700373
400546,escudo-heraldico,https://wikidata.org/entity/Q110746720,"Elemento conmemorativo, Lápida","Escudo situado sobre la puerta de una antigua casa blasonada del casco histórico de Vicálvaro. Pese a sucesivas reformas, el edificio conserva algunos otros elementos originales (muros de mampostería y jambeado de algunos huecos).",1890,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400546.pdf?idMonumento=cfd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cfd8091d1b9c4510091d1b9c45102e085a0aRCRD,don-antonio-de-andres,PLAZA,V,10.0,MADRID,MADRID,28032,1,casco-historico-de-vicalvaro,https://wikidata.org/entity/Q16544374,19,vicalvaro,https://wikidata.org/entity/Q589403,448651,4472572,4486514472572,40.40218,-3.605119
400454,escuela-ts-ingenieros-de-montes-ii,https://wikidata.org/entity/Q110746724,"Elemento conmemorativo, Lápida","La lápida, que forma un conjunto con otras dos de similares características, fue encargada por la Escuela Especial de Ingenieros de Montes con motivo de la inauguración en 1945 del edificio que hasta hoy ha sido su emplazamiento definitivo en la Ciudad Universitaria de Madrid, obra de los arquitectos Luis de Villanueva Echevarría y Pedro Bidagor Lasarte. La lápida está situada sobre uno de los accesos secundarios que flanquean la puerta principal del edificio, y su inscripción alude a la creación de la Escuela Especial de Ingenieros de Montes, que en 1848 fue instalada en el castillo de Villaviciosa de Odón; esta información se completa con los capítulos de la historia de la Escuela recogidos en las otras dos lápidas, que relatan respectivamente su traslado en 1871 a San Lorenzo del Escorial y la posterior construcción del edificio definitivo.",1945,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400454.pdf?idMonumento=8bd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8bd8091d1b9c4510091d1b9c45102e085a0aRCRD,ramiro-de-maeztu,CALLE,V,2.0,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,439191,4477869,4391914477869,40.44925,-3.717099999999999e-17
400455,escuela-ts-ingenieros-de-montes-iii,https://wikidata.org/entity/Q110746725,"Elemento conmemorativo, Lápida","La lápida, que forma un conjunto con otras dos de similares características, fue encargada por la Escuela Especial de Ingenieros de Montes con motivo de la inauguración en 1945 del edificio que hasta hoy ha sido su emplazamiento definitivo en la Ciudad Universitaria de Madrid, obra de los arquitectos Luis de Villanueva Echevarría y Pedro Bidagor Lasarte. La lápida está situada sobre uno de los accesos secundarios que flanquean la puerta principal del edificio, y su inscripción alude al traslado de la Escuela Especial de Ingenieros de su sede inicial a San Lorenzo del Escorial en 1871, donde estuvo ubicada hasta 1914; esta información se completa con los capítulos de la historia de la Escuela recogidos en las otras dos lápidas, que relatan respectivamente su creación en Villaviciosa de Odón en 1848 y la inauguración del edificio definitivo en 1945.",1945,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400455.pdf?idMonumento=abd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=abd8091d1b9c4510091d1b9c45102e085a0aRCRD,ramiro-de-maeztu,CALLE,V,2.0,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,439191,4477869,4391914477869,40.44925,-3.717099999999999e-17
400195,escultura-a-la-maternidad-clinica-puerta-de-hierro,https://wikidata.org/entity/Q110746727,Escultura conceptual o abstracta,"Escultura creada como alegoría y homenaje a la maternidad, instalada en 1974 frente al acceso de una de las edificaciones anejas de la Clínica Puerta de Hierro. Este notable edificio sanitario, Obra de José María Bosch Aymerich, fue construido inicialmente como clínica privada entre 1959 y 1964, inaugurándose finalmente en esta última fecha como Centro Nacional de Investigaciones Médico-Quirúrgicas de la Seguridad Social. Desde entonces el edificio ha sido objeto de diversas reformas y ampliaciones, completándose el conjunto con otras edificaciones cercanas realizadas en fechas posteriores: entre ellas se encuentra el citado Edificio Residencia, situado al norte del edificio principal y en cuyo acceso está ubicada la escultura.Eduardo Carretero, el autor de la escultura, nació en Granada en 1920; en esta misma ciudad realizó sus estudios artísticos y ejecutó sus primeras obras, entre ellas la decoración de su Colegio Mayor, por la que recibiría un premio de la Universidad de Granada. Desde entonces ha llevado a cabo una prolífica actividad, que ha sido expuesta en varias exposiciones y ha dejado numerosas muestras en edificios y espacios públicos de varias ciudades españolas como Granada, Jaén, Pamplona o Madrid; en esta última abundan sus esculturas y murales, entre las que destacan las situadas en el Paseo de la Castellana y los jardines del Hospital Ramón y Cajal.",1974,"CARRETERO FERRÉ, Eduardo",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400195.pdf?idMonumento=e548091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e548091d1b9c4510091d1b9c45102e085a0aRCRD,san-martin-de-porres,CALLE,V,6.0,MADRID,MADRID,28035,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438346,4479962,4383464479962,40.46805,-3.727268
400135,escultura-abstracta-en-la-calle-capitan-haya,https://wikidata.org/entity/Q110746730,Escultura conceptual o abstracta,"En origen, el edificio junto al que se instala esta escultura, pertenecía a C.A.M.P.S.A., y como ocurre con todo el desarrollo urbano de esta zona, que se construye entre los años sesenta y setenta del pasado siglo, quedan pequeñas lonjas y ajardinamientos entre la calle y los volúmenes edificados. Con el fin de cualificar estos espacios residuales, la empresa promotora colocó dos esculturas abstractas. La obra aquí descrita es la situada a la izquierda del acceso principal al edificio, junto a la marquesina que protege la entrada.",1975,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400135.pdf?idMonumento=4348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4348091d1b9c4510091d1b9c45102e085a0aRCRD,capitan-haya,CALLE,V,41.0,MADRID,MADRID,28020,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441322,4479080,4413224479080,40.46032,-3.692077
400139,escultura-caja-laboral,https://wikidata.org/entity/Q26158498,Escultura conceptual o abstracta,"En la esquina abierta del paseo de la Castellana con la calle Francisco Gervás se levanta desde el año 1985 en que se instaló, una escultura del artista bilbaíno Vicente Larrea.  La solución de colocar esculturas en los encuentros de calles se produce en todo este sector de Madrid, construido entre los años sesenta y setenta, como forma de cualificar los espacios residuales generados por el tipo de urbanismo realizado en la zona. Esta se encuentra enfatizando la entrada de Caja Laboral.La obra pertenece a una etapa que desarrolla este escultor durante los años ochenta, en la que se funden lo mineral y lo orgánico con cierto sentido de lo terrible, muy enrraizado con la escultura vasca de la segunda mitad del siglo XX. Otras obras de este autor en esa misma línea se encuentran ante el centro Artium de Vitoria y ante el bilbaíno palacio Euskalduna.",1985,"LARREA, Vicente",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400139.pdf?idMonumento=c348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c348091d1b9c4510091d1b9c45102e085a0aRCRD,castellana,PASEO,V,167.0,MADRID,MADRID,28046,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441437,4479225,4414374479225,40.46163,-3.690734
408763,estatua-en-la-plaza-presidente-cardenas-madrid,https://wikidata.org/entity/Q29021018,Escultura conceptual o abstracta,"Escultura situada en una glorieta donde se cruzan el paseo de la Habana y la calle Alfonso XIII, en principio pavimentada, y posteriormente ajardinada con vegetación baja en el año 2003. La escultura fue realizada por Lorenzo Frechilla (Valladolid, 1927-Madrid, 1990), escultor formado en la Escuela de Artes y Oficios de Valladolid, que en 1948 fundó el grupo 'Pascual Letreros', junto con otros seguidores de la obra de Joaquín Torres García, y en 1961 el grupo internacional 'East-West', del que también formó parte su mujer, la escultora Teresa Eguibar. En 1969, en los inicios del uso común de la informática, participó en el Seminario de Generación Automática de Formas Plásticas, junto con Sempere, Alexanco, Barbadillo, Quejido, Yturralde, Salamanca, su propia mujer y otros. En 1988 fue nombrado académico de la Real Academia de Bellas Artes de Valladolid. La obra situada en la plaza del Presidente Cárdenas pertenece a la serie 'columnas', de la cual hay otra muestra en Madrid en la calle O'Donnell.",Cercano a 1980,"FRECHILLA DEL REY, Lorenzo",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408763.pdf?idMonumento=8738091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8738091d1b9c4510091d1b9c45102e085a0aRCRD,presidente-cardenas,PLAZA,V,1.0,MADRID,MADRID,28036,5,nueva-espana,https://wikidata.org/entity/Q10338128,5,chamartin,https://wikidata.org/entity/Q1766348,442285,4479045,4422854479045,40.46007,-3.680722
408986,escultura-la-vivienda,https://wikidata.org/entity/Q110746746,Escultura conceptual o abstracta,"En el lugar en que estuvo el Poblado Dirigido de San Blas, construido en 1959 y demolido en 1985 debido a su prematura degradación, el Instituto de la Vivienda de Madrid (IVIMA) construyó una nueva colonia de 1.581 viviendas distribuidas en edificios de doce plantas, diseñados por los arquitectos Javier Corazón Climent, Ignacio Ugalde de Aldama y Ángel Centenera Baños. En el centro de este sector se urbanizó una plaza hexagonal alargada, en uno de cuyos extremos se instaló como remate en la parte media de una escalinata, esta escultura de granito y acero cortén dedicada a la vivienda.",1990,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408986.pdf?idMonumento=ca38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ca38091d1b9c4510091d1b9c45102e085a0aRCRD,jose-ramon-vizcaino,CALLE,V,5.0,MADRID,MADRID,28037,2,hellin,https://wikidata.org/entity/Q10294546,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,447880,4475752,4478804475752,40.43078,-3.61446e-16
400136,escultura-modular-inoxidable-en-la-calle-orense,https://wikidata.org/entity/Q26159129,Escultura conceptual o abstracta,"En todo este área urbana, construida en los años sesenta y setenta, los edificios dejan entre sí y respecto a la calle, pequeños espacios libres o ajardinados. En la esquina del edificio de oficinas del Banco Exterior de España, construido por esas fechas, se realizó un pequeño rectángulo ajardinado, en cuyo centro se instaló en 1974 una escultura abstracta del escultor Feliciano (Feliciano Hernández Sánchez) perteneciente a su etapa constructivista en la que investigó en procesos aditivos de piezas modulares.",1974,FELICIANO,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400136.pdf?idMonumento=6348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6348091d1b9c4510091d1b9c45102e085a0aRCRD,orense,CALLE,V,58.0,MADRID,MADRID,28020,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441154,4479024,4411544479024,4.045980000000001e-15,-3.694056
