PK,NOMBRE,NOMBRE-RECON,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO-RECON,COD-DISTRITO,DISTRITO,DISTRITO-RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD,TELEFONO,TELEFONO_1,TELEFONO_2,FAX,EMAIL,TIPO
103331,la-casa-encendida,https://wikidata.org/entity/Q5962732,"Edificio de carácter monumental. De estilo neomudéjar, fue diseñado por el arquitecto Fernando Arbós e inaugurado en el año 1913. Cuenta con más de 6000 metros cuadrados de instalaciones divididas en 4 plantas y una azotea. Centro social y cultural.",De martes a sábado: de 10.00 a 21.00 horas. Domingos: de 10.00 a 16.00 horas.,"Biblioteca, mediateca, hemeroteca, espacio para el voluntariado Cafetería Terraza &amp;ndash; café bar Visitas guiadas","Metro: Embajadores (línea 3)  Bus: 27, 34, 36, 41, 60, 78, 119, 148, C03, C1, C2, M1  Cercanías Renfe: Embajadores (línea C5)",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c27f8899fc81c010VgnVCM1000000b205a0aRCRD,valencia,RONDA,V,2.0,,,,,MADRID,MADRID,28012,2,embajadores,https://wikidata.org/entity/Q2449844,1,centro,https://wikidata.org/entity/Q1763376,440622,4473051,4406224473051,40.40596,-3.6997720000000003,915 062 180,915062180,,0,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
5873478,museo-abc,https://wikidata.org/entity/Q21564330,"Centro de arte, dibujo e ilustración.","Horario sala de exposiciones:  Martes a sábado, de 11 a 14 y de 16 a 20:30 horas. Lunes y domingo, cerrado.",,"Metro: San Bernardo (líneas 2, 4), Noviciado (línea 2), Ventura Rodríguez (línea 3), Plaza de España (líneas 3, 10)  Bus: M2, C1, C3, 1, 2, 3, 21, 44, 133, 147, 001, 002   Bicimad: Estación 13 (calle Conde Duque 22)",Visitas guiadas para grupos: gratuitas. Reserva de día y hora en info_museo@abc.es. Grupos máximo 20 personas.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0103fee6537c210VgnVCM1000000b205a0aRCRD,amaniel,CALLE,V,29.0,,,,,MADRID,MADRID,28015,5,universidad,https://wikidata.org/entity/Q10387767,1,centro,https://wikidata.org/entity/Q1763376,439813,4475439,4398134475439,40.42741,-3.709538,917 588 379,917588379,,0,info_museo@abc.es,/contenido/entidadesYorganismos/Museos
2067,museo-africano-misioneros-combonianos,,,"Visitas:   Individuales: domingos, visita guiada a las 11:30 horas. (No es necesario cita previa).  Grupos: de lunes a viernes de 9:30 a 13:00 horas. Es necesario cita previa, en el teléfono 91 415 24 12 o desde nuestro formulario de contacto. Las visitas al Museo Africano son siempre guiadas y gratuitas*. *Para niñas y niños de educación infantil (3, 4 y 5 años), el Museo ofrece &amp;laquo;Cuentacuentos&amp;raquo;, actividad para la que se solicita una aportación de 1?&amp;euro; por alumno.",,"Bus: 11, 70, 114, 122, 115, 201.  Metro: Arturo Soria (L4)",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ab8ef4d7f71c010VgnVCM1000000b205a0aRCRD,arturo-soria,CALLE,V,101.0,,,,,MADRID,MADRID,28043,6,san-juan-bautista,https://wikidata.org/entity/Q165609,15,ciudad-lineal,https://wikidata.org/entity/Q1763694,444755,4477849,4447554477849,40.44946,-3.651489,914 152 412,914152412,,0,,/contenido/entidadesYorganismos/Museos
2050,national-archaeological-museum,https://wikidata.org/entity/Q637170,"Fundado en 1867, el MAN se inauguró en 1895 en su actual sede, el Palacio de Biblioteca y Museos, edificio proyectado por Francisco Jareño y terminado por Antonio Ruiz de Salces.","De martes a sábado de 9:30 a 20:00 horas. Domingos y festivos de 9:30 a 15:00 horas.   Cerrado:   Todos los lunes del año. 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre.",El Museo ofrece a los visitantes las siguientes facilidades para hacer la visita:   Punto de información  Punto de encuentro  Guardarropa y Consigna  Cambiadores de bebé  Sala de lactancia  Sillas de bebé  Fuente de agua  Tablillas para escribir  Guía multimedia  Información,"Metro: Serrano (línea 4), Retiro (línea 2)  Bus: 1, 9, 19, 51, 74  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8 y C10)  Bicimad: Estaciones 95 (calle Claudio Coello 109), 107 (calle Serrano, 8). Carril bici en la calle Serrano.   Aparcamiento:  Plaza de Colón. Jardines del Descubrimiento. Plazas reservadas para personas con discapacidad. Serranopark &amp;ndash; Aparcamiento 3, en la calle Jorge Juan y la Plaza del a Independencia. 24 Plazas reservadas para personas con discapacidad","El Museo hace de la accesibilidad universal uno de sus objetivos prioritarios y, para lograrlo, pone a disposición de las personas con discapacidad intelectual, problemas auditivos, visuales y motores, planos y folletos accesibles, espacios y servicios adaptados, ayudas específicas y recursos táctiles.  Visitas guiadas para público con discapacidad visual. Planos y folletos accesibles para personas con discapacidad intelectual. Espacios interiores sin barreras arquitectónicas. Aseos adaptados a sillas de ruedas. Sillas de ruedas disponibles en el Guardarropa. Bucles magnéticos. Planos táctiles de la exposición permanente. Estaciones táctiles. Guías multimedia. Vehículos eléctricos.   Amplíe información.","1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fd8ef4d7f71c010VgnVCM1000000b205a0aRCRD,serrano,CALLE,V,13.0,,,,,MADRID,MADRID,28001,1,recoletos,https://wikidata.org/entity/Q3814551,4,salamanca,https://wikidata.org/entity/Q1773521,441601,4474966,4416014474966,40.42327,-3.6884120000000005,915 777 912,915777912,,0,,/contenido/entidadesYorganismos/Museos
2072,museo-casa-de-la-moneda,https://wikidata.org/entity/Q39072661,,"De martes a viernes ininterrumpidamente de 10 a 20 horas. Sábados, domingos y festivos de 10 a 14 horas. Cerrado los lunes (incluidos festivos), y los días 1 y 6 de enero; 24, 25 y 31 de diciembre.",,"Metro: O&amp;acute;Donnell (línea 6), Goya (líneas 2 y 4).  Bus: 143, 156, 2, 30, 56, 71, C2  Bicimad: Estación 101 (calle Jorge Juan, 131).",,"1,4",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12f8ef4d7f71c010VgnVCM1000000b205a0aRCRD,doctor-esquerdo,CALLE,V,36.0,,,,,MADRID,MADRID,28028,2,goya,https://wikidata.org/entity/Q3814578,4,salamanca,https://wikidata.org/entity/Q1773521,443235,4474878,4432354474878,40.4226,-3.669139,915 666 544,915666544,,915666809,museocasadelamoneda@fnmt.es,/contenido/entidadesYorganismos/Museos
4112,cerralbo-museum,https://wikidata.org/entity/Q976019,"Este Palacio, construido entre 1883 y 1893, fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos, los Marqueses de Villa Huerta, durante los numerosos viajes que realizaron por España y Europa. Contiene una Biblioteca con un fondo de unos 24.000 títulos, de los cuales cerca de 9.000 pertenecen al fondo antiguo, que adquirió don Enrique de Aguilera y Gamboa, XVII marqués de Cerralbo, a lo largo de su vida. Biblioteca visitable y consulta de acceso restringido.","De martes a sábado de 9:30 a 15 horas. Jueves, apertura extraordinaria por la tarde, de 17 a 20 horas, excepto festivos. Entrada gratuita. Domingos y festivos de 10 a 15 horas. Domingos, entrada gratuita para todo el público. Cerrado: todos los lunes, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.   Último acceso al museo: de martes a domingo (festivos incluidos): a las 14 horas y los jueves por la tarde a las 19 horas.",,"Metro: Ventura Rodríguez (línea 3); Plaza de España (líneas 3, 10), Noviciado (línea 2) y Príncipe Pío (líneas 6 y 10);   Bus: 3, 25, 39, 44, 46, 62, 74, 75, 133, 147, 148, C1, C2. Líneas 1, 2, 3 (vuelta)  Cercanías Renfe: Príncipe Pío (líneas C1, C7 y C10)  Bicimad: Estación 14 (calle Ventura Rodríguez, 2), 115 (Paseo de Pintor Rosales en la esquina Marqués de Cerralbo) y 116A (Plaza de España,16).",,"2,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4efb0c40971c010VgnVCM1000000b205a0aRCRD,ventura-rodriguez,CALLE,V,17.0,,,,,MADRID,MADRID,28008,2,arguelles,https://wikidata.org/entity/Q64874,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,439380,4475039,4393804475039,40.42377,-3.7145989999999998,915 473 646 / 915 473 647,915473646,915473647.0,915591171,museo.cerralbo@cultura.gob.es,/contenido/entidadesYorganismos/BibliotecasPatrimoniales
10091450,empresa-municipal-de-transportes-de-madrid-museum,https://wikidata.org/entity/Q117459440,"El Museo de la EMT se ha convertido en realidad tras una década de duro trabajo de recuperación, restauración y reparación del patrimonio histórico de la Empresa Municipal de Transportes de Madrid, especialmente, material móvil, mobiliario, piezas mecánicas, maquinaria y otros elementos inherentes a la actividad de la EMT en sus 70 años de historia.  Página web:  https://museo.emtmadrid.es/","Visitas (con cita previa)  Apertura estacional durante seis meses al año: todos los sábados de abril, mayo, junio, julio, septiembre y octubre), a las 10, a las 11:30 y a las 13 horas. Por ser un centro de trabajo únicamente pueden realizarse de forma organizada, previamente concertadas y limitadas a un máximo de 40 personas por turno. Duración: 60 minutos aproximadamente. Compra de entradas y reserva de horarios a través de la web: https://entradasmuseo.emtmadrid.es/?lang=es-ES.","Si tiene una discapacidad física o sensorial, contacta con el Museo antes de reservar la visita y le informarán de la accesibilidad a la instalación.","Metro: Begoña (línea 10). Bus: 66, 173, 174, 176, 191, 193, 194, 195, 196, 197, 712, 713, 714, 716, L171.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d56ad05b2a255510VgnVCM2000001f4a900aRCRD,mauricio-legendre,CALLE,V,40.0,,,,,MADRID,MADRID,28046,6,castilla,https://wikidata.org/entity/Q3813735,5,chamartin,https://wikidata.org/entity/Q1766348,442096,4481278,4420964481278,40.48017,-3.683159,914 068 810,914068810,,0,,/contenido/entidadesYorganismos/AyuntamientoMadrid/OrganismosEmpresasMunicipales
10237457,museo-felix-canada,,"Una selección de más de quinientas obras de arte de entre las cerca de mil de la donación original, constituyen la Colección Permanente que se puede visitar en las salas del Museo Félix Cañada de la Fundación Gómez Pardo, adscrita a la Escuela Técnica Superior de Ingenieros de Minas y Energía de la Universidad Politécnica de Madrid. Donada por el ingeniero de minas Doctor Félix Cañada Guerrero a la Fundación Gómez Pardo, reúne una amplia representación de trabajos de destacados artistas, pintores, escultores, ilustradores, grabadores, orfebres, ceramistas, etc. abarcando diferentes periodos desde el siglo XI hasta nuestros días.","Visitas: lunes, miércoles y viernes, de 10 a 13 horas. .",,"Metro: Rios Rosas (línea 1).  Bus: 45, 12, 149, 3, 37, L1 y L7  Bicimad: Estación 130 (calle Santa Engracia, 127).",Solo visitas guiadas para grupos entre 10 y 30 personas (sin guía propio),3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb22820a52799510VgnVCM1000001d4a900aRCRD,alenza,CALLE,V,1.0,,,,,MADRID,MADRID,28003,5,rios-rosas,https://wikidata.org/entity/Q10366270,7,chamberi,https://wikidata.org/entity/Q1763370,440568,4477117,4405684477117,40.44258,-3.7007959999999995,914 417 921,914417921,,914729529,museo@fgomezpardo.es,/contenido/entidadesYorganismos/Museos
2074,museo-geominero,https://wikidata.org/entity/Q13532751,"Los objetivos del Museo Geominero son conservar, investigar y difundir la riqueza y diversidad del patrimonio geológico, paleontológico y mineralógico a través de las importantes colecciones de minerales, rocas y fósiles procedentes de todas las regiones españolas y de antiguos territorios coloniales, así como de yacimientos significados del registro mundial.","De lunes a domingo y festivos de 9 a 14 horas. Cerrado los días 1 y 6 de enero y 24, 25 y 31 de diciembre.",,"Metro: Ríos Rosas (línea 1), Alonso Cano (línea 7), Cuatro Caminos (líneas 1, 2 y 6).  Bus: 45, 12, 149, 3, 37, 5.  Bicimad: Estación 130 (calle Santa Engracia, 127).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff0bef4d7f71c010VgnVCM1000000b205a0aRCRD,rios-rosas,CALLE,V,23.0,,,,,MADRID,MADRID,28003,5,rios-rosas,https://wikidata.org/entity/Q10366270,7,chamberi,https://wikidata.org/entity/Q1763370,440663,4477057,4406634477057,40.44204,-3.69967,913 495 759,913495759,,0,m.geominero@igme.es,/contenido/entidadesYorganismos/Museos
2075,museo-historico-minero-don-felipe-de-borbon-y-grecia,https://wikidata.org/entity/Q53997723,Ubicado en la Escuela Técnica Superior de Ingenieros de Minas de Madrid,De Lunes a Viernes de 9:30 a 18:00 horas Primeros domingos de mes de 10 a 14 horas.,,"Metro: Ríos Rosas (línea 1)  Bus: 3, 12, 37, 45, 149  Bicimad: Estación 130 (calle Santa Engracia, 127)",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=822bef4d7f71c010VgnVCM1000000b205a0aRCRD,rios-rosas,CALLE,V,21.0,,,,,MADRID,MADRID,28003,5,rios-rosas,https://wikidata.org/entity/Q10366270,7,chamberi,https://wikidata.org/entity/Q1763370,440603,4477062,4406034477062,40.44209,-3.700373,910 676 304,910676304,,0,actividades.minasyenergia@upm.es,/contenido/entidadesYorganismos/Museos
18176,museo-ico,https://wikidata.org/entity/Q60829823,,"De martes a sábados: de 11 a 20 horas.   Domingos y festivos: de 10 a 14 horas.    Cerrado: Todos los lunes del año.  Horarios especiales: 24 y 31 de diciembre de 10 a 14 horas. 1 de enero, 1 de mayo y 25 de diciembre cerrado.",,"Metro: Sevilla (línea 2)  Bus: 5, 15, 20, 51, 53, 150, 46, 002, M3, M1  Bicimad: estación 28 (calle Alcalá, 27)  Aparcamiento: Cortes (46), Plaza de las Cortes / Hub de Movilidad Canalejas 360 (1239), Calle de Alcalá, 17 / Sevilla (41), calle Sevilla y calle Alcalá",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2886444a2951c010VgnVCM2000000c205a0aRCRD,zorrilla,CALLE,V,3.0,,,,,MADRID,MADRID,28014,3,cortes,https://wikidata.org/entity/Q2535637,1,centro,https://wikidata.org/entity/Q1763376,440806,4474249,4408064474249,40.41676,-3.697722,914 201 242,914201242,,0,museoico@ico.es,/contenido/entidadesYorganismos/Museos
6019032,museo-los-canos-del-peral-estacion-de-metro-opera,,"A diez metros bajo la plaza de Isabel II, la estación de Metro Ópera (L2, L5 y Ramal Norte) alberga la recreación museística de la histórica fuente de los Caños del Peral. La visita nos permite conocer la fuente que recogía el agua de manantial junto al arroyo del Arenal durante la segunda mitad del sigloXVI, y que tenía en origen 34 metros de longitud; la galería de abastecimiento en bóveda de cañón y la alcantarilla de la zona; y el acueducto que, salvando al barranco del arroyo del Arenal, surtió de agua al Palacio Real desde el siglo XVII hasta prácticamente el siglo XX.  Más información.",Previa reserva en la página museosmetromadrid.es.  Viernes: de 16 a 20 horas. Sábados: de 10 a 14 horas y de 16 a 20 horas. Domingos: de 10 a 14 horas.,,"Metro: Ópera (líneas 2, 5 y Ramal).   Bicimad: Estación 24 (calle Carlos III, 1).    Aparcamiento: Descalzas (20), plaza de las Descalzas y plaza San Martín.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=435950262d50f210VgnVCM2000000c205a0aRCRD,isabel-ii,PLAZA,V,1.0,,,,,MADRID,MADRID,28013,1,palacio,https://wikidata.org/entity/Q2136510,1,centro,https://wikidata.org/entity/Q1763376,439834,4474367,4398344474367,40.41776,-3.709188,644 169 531,644169531,,0,info@museosmetromadrid.es,/contenido/entidadesYorganismos/Museos
2053,lazaro-galdiano-museum,https://wikidata.org/entity/Q386570,"Cuenta con la  Biblioteca de la   Fundación Lázaro Galdiano, fundada en 1948, cuando se creó esta institución con el legado procedente de José Lázaro. Tiene cerca de 2.900 ejemplares de fondo antiguo (siglos XVI al XVIII), incluyendo 56 incunables y 877 manuscritos. Biblioteca visitable y consulta de acceso restringido.","Martes a domingo, de 9:30 a 15 horas. Lunes cerrado y los días y los días 6 de enero; 28 y 29 de marzo; 1, 2 y 15 de mayo; 25 de julio; 15 de agosto; 24, 25 y 31 de diciembre de 2024.",,"Metro: Gregorio Marañón (líneas 7 y 10), Ruben Darío (línea 5), Nuñez de Balboa (líneas 5 y 9)  Bus: 16, 19, 51, 9, 12, 61  Bicimad: Estaciones 140 (calle Velázquez, 130), 141 (paseo de la Castellana, 43)  Aparcamiento: Serrano I (62) calle Serrano entre Hermanos Becquer y Marqués de Villamejor",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD,serrano,CALLE,V,122.0,,,,,MADRID,MADRID,28006,6,castellana,https://wikidata.org/entity/Q4781,4,salamanca,https://wikidata.org/entity/Q1773521,441802,4476460,4418024476460,40.43675,-3.686182,,0,,0,info@museolazarogaldiano.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
5349304,museo-nacional-centro-de-arte-reina-sofia,https://wikidata.org/entity/Q460889,"Edificio Sabatini: calle Santa Isabel 52.  Edificio Nouvel (ampliación): ronda de Atocha, esquina a plaza del Emperador Carlos V.  Espacios en el parque del Retiro: Palacio de Velázquez y Palacio de Cristal.","Lunes y de miércoles a sábado, de 10 a 21 horas. Martes cerrado (incluso festivos). Domingos de 10 a 14:30 horas. Días de cierre 1 y 6 de enero, 1 de mayo, 15 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre.",,"Metro: Estación del Arte (línea 1).  Bus: 27, 34, C03, C1, 26, 32, 6, 59, 85, E1, C2, 119, 36, 41, 001, 10, 14, 37, 45.  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C8, C10).  Bicimad: Estación 50 (calle Santa Isabel, 57), 51 (Ronda de Atocha, 2).  Aparcamiento: Sánchez Bustillo (37), calle Sánchez Bustillo.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69d8275bad5a1210VgnVCM2000000c205a0aRCRD,santa-isabel,CALLE,V,52.0,,,,,MADRID,MADRID,28012,2,embajadores,https://wikidata.org/entity/Q2449844,1,centro,https://wikidata.org/entity/Q1763376,441118,4473345,4411184473345,40.40864,-3.69395,917 741 000,917741000,,0,info@museoreinasofia.es,/contenido/entidadesYorganismos/Museos
2099,thyssen-bornemisza-museum,https://wikidata.org/entity/Q176251,"El palacio donde se ubica la colección fue el antiguo palacio del duque de Villahermosa. Edificación neoclásica. Posteriormente se adapta como entidad bancaria perdiento sus espacios interiores. Más tarde, pasó a formar parte de los edificios del Museo del Prado. Desde principios de los 90 alberga la Colección Thyssen. El museo ofrece un recorrido por la historia de la pintura europea desde sus inicios en el siglo XIII, hasta finales del siglo XX.","Colecciones permanentes:  lunes de 12 a 16 horas (acceso gratuito gracias al patrocinio de MasterCard). Martes a domingo de 10 a 19 horas.   Exposiciones temporales: consultar horario específico en la web del museo.  Avisos y horarios especiales: los días 1 de enero, 1 de mayo y 25 de diciembre el Museo permanecerá cerrado. El 24 y el 31 de diciembre el horario de apertura del Museo será de 10 a 15 horas.  El desalojo de las salas tendrá lugar 5 minutos antes del cierre.",,"Metro: Banco de España (línea 2).  Bus: 001, 10, 14, 27, 34, 37, 45, C03.   Bicimad:   Estación 29 (calle Marqués de Cubas, 25).   Aparcamiento: Cortes (46), Plaza de las Cortes.",Arquitecto: Antonio López Aguado (1805 - 1806).  Adecuación: Rafael Moneo (1989 - 1992).  Ampliación: BOPBAA (1999 - 2004).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b8079262ef5d010VgnVCM1000000b205a0aRCRD,prado,PASEO,V,8.0,,,,,MADRID,MADRID,28014,3,cortes,https://wikidata.org/entity/Q2535637,1,centro,https://wikidata.org/entity/Q1763376,441058,4474164,4410584474164,40.41601,-3.694738,917 911 370,917911370,,0,cavthyssen@museothyssen.org,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
2057,museo-nacional-de-antropologia,https://wikidata.org/entity/Q2917041,"El Museo está instalado en el edificio de estilo clasicista construido por el Marqués de Cubas en 1875 por encargo del Doctor González Velasco, fundador de la institución.","De martes a sábado de 9:30 a 20 horas. Domingos: de 10 a 15 horas. Cerrado todos los lunes del año y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local. La taquilla se cerrará 15 minutos antes del cierre.",,"Metro: Estación del Arte (línea 1).  Bus: 19, C1, 10, 14, 26, 32, 102, 37, 001, C2, 59, SE760, 203, 85, 141, 54, 57.  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C8, C10 y Regional)  Bicimad: Estaciones 80 a y b (paseo Infanta Isabel, 3), 69 (avenida de Alfonso XII, 54).",,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=456079262ef5d010VgnVCM1000000b205a0aRCRD,alfonso-xii,CALLE,V,68.0,,,,,MADRID,MADRID,28014,5,jeronimos,https://wikidata.org/entity/Q10306766,3,retiro,https://wikidata.org/entity/Q2002296,441550,4473258,4415504473258,40.40789,-3.688857,915 306 418 / 915 395 995,915306418,915395995.0,914677098,antropologico@cultura.gob.es,/contenido/entidadesYorganismos/Museos
2055,museo-nacional-de-artes-decorativas,https://wikidata.org/entity/Q5361303,"Inaugurado en 1912, su sede es un típico palacete madrileño del último tercio del siglo XIX. El museo posee muebles, cerámicas, vidrios, joyas, tejidos, arte oriental, y hasta 30 000 objetos distintos que a lo largo de la historia han servido para embellecer las casas, palacios y los monumentos de distintas culturas. El museo posee muestras como el Jarrón de Sevres regalo de Napoleón III, la Cocina Valenciana del siglo XVIII compuesta por más de 1500 azulejos de Manises, la Mesa de plata del siglo XVI o la colección de alfombras españolas de los siglos XV al XVII.","Martes a sábados de 9:30 a 15 horas. Domingo y festivos: de 10 a 15 horas. Jueves tarde de 17 a 20 horas (excepto julio y agosto).  Cerrado:  todos los lunes, 1 y 6 de enero, 1 y 15 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre.    La venta de entradas finalizará 30 minutos antes del cierre.",,"Metro: Banco de España (Línea 2)  Bus: 19, E1, 203, 14, 27, 37, 45, C03, 1, 146, 15, 2, 20, 51, 52, 74, 9, 10, 34, 001, 53  Bicimad: Estación 86 (Plaza Cibeles)  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)","El Museo dispone de una rampa de acceso al edificio en la calle Montalbán. Para su uso, es necesario avisar con antelación al personal del Museo.El acceso a las diferentes plantas, puede realizarse mediante ascensor. Debido a las dimensiones del mismo, es necesario emplear en él las sillas de ruedas que el Museo pone a su disposición, previa solicitud.","2,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=287079262ef5d010VgnVCM1000000b205a0aRCRD,montalban,CALLE,V,12.0,,,,,MADRID,MADRID,28014,5,jeronimos,https://wikidata.org/entity/Q10306766,3,retiro,https://wikidata.org/entity/Q2002296,441483,4474369,4414834474369,40.41789,-3.6897539999999998,915 326 499 / 915 326 845,915326499,915326845.0,915232086,mnad@cultura.gob.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
2056,national-museum-of-natural-history,https://wikidata.org/entity/Q1966699,,"De martes a viernes de 10 a 17 horas. Sábados, domingos y festivos de 10 a 20 horas. Durante el mes de agosto (de martes a domingo) el museo abrirá de 10 a 15 horas. Cerrado los lunes (excepto los festivos). Cerrado el 1 y 6 de enero, el 1 de mayo y el 25 de diciembre. Los días 24 y 31 de diciembre el museo permanecerá abierto de 10 a 15 horas.",,"Metro: Gregorio Marañón (líneas 7, 10)  Bus: 12, 45, 14, 147, 150, 27, 40, 7  Bicimad: Estación 139 (Calle José Gutiérrez Abascal, 2)",,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8edbef4d7f71c010VgnVCM1000000b205a0aRCRD,jose-gutierrez-abascal,CALLE,V,2.0,,,,,MADRID,MADRID,28006,1,el-viso,https://wikidata.org/entity/Q4778,5,chamartin,https://wikidata.org/entity/Q1766348,441463,4476870,4414634476870,40.44042,-3.690212,,0,,0,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
2076,naval-museum-of-madrid,https://wikidata.org/entity/Q1815235,,"De martes a domingo de 10:00 a 19:00 horas. Durante el mes de agosto, horario reducido de 10:00 a 15:00 horas. Cerrado todos los lunes y los días 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. El desalojo del museo se hará 15 minutos antes del cierre.",,"Metro: Banco de España (línea 2).  Cercanías Renfe: Recoletos (líneas C-1, C-2, C-7, C-8 y C-10).  Bus: Plaza de Cibeles | Líneas 1, 2, 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146, 150 y 203.  Bicimad: Estación 86 (plaza de Cibeles). Aparca-bicis público en calle Montalbán.    Aparcamiento: en calle Montalbán, plaza del Rey y plaza de las Cortes.",Para reservas de grupos e información al visitante:  Teléfono: 915 238 516. De lunes a viernes de 9:00 a 14:00 horas. Correo electrónico: reservas_museonaval@fn.mde.es   Para consultas de investigadores:  Correo electrónico: investigacion_museonavalmadrid@mde.es   Para cualquier otra consulta relativa al Museo Naval:  Correo electrónico: museonavalmadrid@fn.mde.es,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a30cef4d7f71c010VgnVCM1000000b205a0aRCRD,prado,PASEO,V,3.0,,,,,MADRID,MADRID,28014,5,jeronimos,https://wikidata.org/entity/Q10306766,3,retiro,https://wikidata.org/entity/Q2002296,441232,4474362,4412324474362,40.41781,-3.692709,915 238 516,915238516,,0,museonavalmadrid@fn.mde.es,/contenido/entidadesYorganismos/Museos
